tipo_sensor,count,mean,std,min,25%,50%,75%,max,clase_media
temperatura,47.0,19.83198810652579,1.923135877821786,15.11,18.62875,19.831988106525788,20.981875000000002,24.366666666666664,5.361702127659575
humedad,47.0,68.723675369293,6.314253064325517,45.22,66.53083333333333,68.723675369293,71.57666666666665,91.16,5.361702127659575
ph,47.0,6.311081761589684,0.42447664014062486,5.12,6.112833333333333,6.311081761589685,6.583045112781955,7.61,5.361702127659575
nitrógeno,47.0,106.30204436426426,22.779727206789573,63.45285714285715,92.18350000000001,105.27833333333332,118.93395833333334,183.8,5.361702127659575
fósforo,47.0,101.48458662541661,21.975191450907857,29.93,89.25999999999999,102.63714285714286,114.06015384615384,147.06833333333333,5.361702127659575
potasio,47.0,106.43469680500658,21.3064557673592,46.93,95.56636363636363,106.4346968050066,117.38875,153.62,5.361702127659575
conductividad,47.0,2.279463727593767,0.3572890118415707,1.22,2.0120833333333334,2.304,2.5473076923076925,3.015,5.361702127659575
